name,l_b,n_b
Power_Sum_Polynomials,9,5
Power_Sum_Polynomials,10,5
Power_Sum_Polynomials,11,4
Power_Sum_Polynomials,12,3
Power_Sum_Polynomials,13,2
Pratt_Certificate,1,743
Pratt_Certificate,2,520
Pratt_Certificate,3,39
Pratt_Certificate,4,23
Pratt_Certificate,5,11
Pratt_Certificate,6,6
Pratt_Certificate,7,5
Pratt_Certificate,8,5
Pratt_Certificate,9,4
Pratt_Certificate,10,3
Pratt_Certificate,11,2
Pratt_Certificate,12,2
Presburger-Automata,1,2059
Presburger-Automata,2,1509
Presburger-Automata,3,118
Presburger-Automata,4,87
Presburger-Automata,5,45
Presburger-Automata,6,30
Presburger-Automata,7,20
Presburger-Automata,8,11
Presburger-Automata,9,6
Presburger-Automata,10,4
Presburger-Automata,11,2
Presburger-Automata,12,2
Prim_Dijkstra_Simple,1,1398
Prim_Dijkstra_Simple,2,949
Prim_Dijkstra_Simple,3,226
Prim_Dijkstra_Simple,4,154
Prim_Dijkstra_Simple,5,62
Prim_Dijkstra_Simple,6,40
Prim_Dijkstra_Simple,7,18
Prim_Dijkstra_Simple,8,10
Prim_Dijkstra_Simple,9,6
Prim_Dijkstra_Simple,10,5
Prim_Dijkstra_Simple,11,4
Prim_Dijkstra_Simple,12,2
Prim_Dijkstra_Simple,13,2
Prim_Dijkstra_Simple,14,2
Prime_Distribution_Elementary,1,316
Prime_Distribution_Elementary,2,182
Prime_Distribution_Elementary,3,59
Prime_Distribution_Elementary,4,43
Prime_Distribution_Elementary,5,21
Prime_Distribution_Elementary,6,18
Prime_Distribution_Elementary,7,13
Prime_Distribution_Elementary,8,12
Prime_Distribution_Elementary,9,8
Prime_Distribution_Elementary,10,6
Prime_Distribution_Elementary,11,5
Prime_Distribution_Elementary,12,4
Prime_Distribution_Elementary,13,3
Prime_Distribution_Elementary,14,2
Prime_Harmonic_Series,1,49
Prime_Harmonic_Series,2,31
Prime_Harmonic_Series,3,10
Prime_Harmonic_Series,4,8
Prime_Harmonic_Series,5,5
Prime_Harmonic_Series,6,4
Prime_Harmonic_Series,7,2
Prime_Harmonic_Series,8,2
Prime_Number_Theorem,1,401
Prime_Number_Theorem,2,205
Prime_Number_Theorem,3,66
Prime_Number_Theorem,4,47
Prime_Number_Theorem,5,30
Prime_Number_Theorem,6,19
Prime_Number_Theorem,7,14
Prime_Number_Theorem,8,10
Prime_Number_Theorem,9,8
Prime_Number_Theorem,10,6
Prime_Number_Theorem,11,4
Prime_Number_Theorem,12,3
Prime_Number_Theorem,13,2
Priority_Queue_Braun,1,821
Priority_Queue_Braun,2,621
Priority_Queue_Braun,3,155
Priority_Queue_Braun,4,95
Priority_Queue_Braun,5,61
Priority_Queue_Braun,6,29
Priority_Queue_Braun,7,21
Priority_Queue_Braun,8,13
Priority_Queue_Braun,9,8
Priority_Queue_Braun,10,6
Priority_Queue_Braun,11,5
Priority_Queue_Braun,12,3
Priority_Queue_Braun,13,4
Priority_Queue_Braun,14,2
Priority_Queue_Braun,15,2
Priority_Queue_Braun,16,2
Priority_Search_Trees,1,951
Priority_Search_Trees,2,711
Priority_Search_Trees,3,36
Priority_Search_Trees,4,23
Priority_Search_Trees,5,17
Priority_Search_Trees,6,8
Priority_Search_Trees,7,6
Priority_Search_Trees,8,4
Priority_Search_Trees,9,2
Priority_Search_Trees,10,2
Probabilistic_Noninterference,1,4450
Probabilistic_Noninterference,2,3169
Probabilistic_Noninterference,3,97
Probabilistic_Noninterference,4,69
Probabilistic_Noninterference,5,36
Probabilistic_Noninterference,6,29
Probabilistic_Noninterference,7,16
Probabilistic_Noninterference,8,14
Probabilistic_Noninterference,9,11
Probabilistic_Noninterference,10,7
Probabilistic_Noninterference,11,3
Probabilistic_Noninterference,12,2
Probabilistic_Noninterference,13,2
Probabilistic_Prime_Tests,1,464
Probabilistic_Prime_Tests,2,285
Probabilistic_Prime_Tests,3,82
Probabilistic_Prime_Tests,4,59
Probabilistic_Prime_Tests,5,33
Probabilistic_Prime_Tests,6,22
Probabilistic_Prime_Tests,7,13
Probabilistic_Prime_Tests,8,11
Probabilistic_Prime_Tests,9,8
Probabilistic_Prime_Tests,10,5
Probabilistic_Prime_Tests,11,4
Probabilistic_Prime_Tests,12,4
Probabilistic_Prime_Tests,13,3
Probabilistic_Prime_Tests,14,2
Probabilistic_Prime_Tests,15,2
Probabilistic_Prime_Tests,16,2
Probabilistic_Prime_Tests,17,2
Probabilistic_Prime_Tests,18,2
Probabilistic_System_Zoo,1,5012
Probabilistic_System_Zoo,2,3221
Probabilistic_System_Zoo,3,259
Probabilistic_System_Zoo,4,122
Probabilistic_System_Zoo,5,58
Probabilistic_System_Zoo,6,35
Probabilistic_System_Zoo,7,22
Probabilistic_System_Zoo,8,16
Probabilistic_System_Zoo,9,5
Probabilistic_System_Zoo,10,4
Probabilistic_System_Zoo,11,3
Probabilistic_System_Zoo,12,3
Probabilistic_System_Zoo,13,2
Probabilistic_System_Zoo,14,2
Probabilistic_System_Zoo,15,2
Probabilistic_System_Zoo,16,2
Probabilistic_Timed_Automata,1,1255
Probabilistic_Timed_Automata,2,798
Probabilistic_Timed_Automata,3,225
Probabilistic_Timed_Automata,4,159
Probabilistic_Timed_Automata,5,77
Probabilistic_Timed_Automata,6,55
Probabilistic_Timed_Automata,7,29
Probabilistic_Timed_Automata,8,21
Probabilistic_Timed_Automata,9,14
Probabilistic_Timed_Automata,10,13
Probabilistic_Timed_Automata,11,9
Probabilistic_Timed_Automata,12,7
Probabilistic_Timed_Automata,13,6
Probabilistic_Timed_Automata,14,4
Probabilistic_Timed_Automata,15,3
Probabilistic_Timed_Automata,16,2
Probabilistic_Timed_Automata,17,2
Probabilistic_While,1,180
Probabilistic_While,2,72
Probabilistic_While,3,23
Probabilistic_While,4,13
Probabilistic_While,5,7
Probabilistic_While,6,6
Probabilistic_While,7,4
Probabilistic_While,8,3
Probabilistic_While,9,3
Probabilistic_While,10,2
Program-Conflict-Analysis,1,2138
Program-Conflict-Analysis,2,1462
Program-Conflict-Analysis,3,99
Program-Conflict-Analysis,4,67
Program-Conflict-Analysis,5,38
Program-Conflict-Analysis,6,29
Program-Conflict-Analysis,7,18
Program-Conflict-Analysis,8,14
Program-Conflict-Analysis,9,10
Program-Conflict-Analysis,10,6
Program-Conflict-Analysis,11,4
Program-Conflict-Analysis,12,4
Program-Conflict-Analysis,13,3
Program-Conflict-Analysis,14,2
Program-Conflict-Analysis,15,2
Program-Conflict-Analysis,16,2
Program-Conflict-Analysis,17,2
Program-Conflict-Analysis,18,2
Program-Conflict-Analysis,19,2
Program-Conflict-Analysis,20,2
Progress_Tracking,1,3448
Progress_Tracking,2,2896
Progress_Tracking,3,107
Progress_Tracking,4,60
Progress_Tracking,5,37
Progress_Tracking,6,22
Progress_Tracking,7,11
Progress_Tracking,8,5
Progress_Tracking,9,2
Projective_Geometry,1,311
Projective_Geometry,2,113
Projective_Geometry,3,22
Projective_Geometry,4,22
Projective_Geometry,5,10
Projective_Geometry,6,7
Projective_Measurements,1,469
Projective_Measurements,2,266
Projective_Measurements,3,82
Projective_Measurements,4,56
Projective_Measurements,5,30
Projective_Measurements,6,18
Projective_Measurements,7,8
Projective_Measurements,8,5
Projective_Measurements,9,5
Projective_Measurements,10,4
Projective_Measurements,11,2
Promela,1,19914
Promela,2,16341
Promela,3,383
Promela,4,265
Promela,5,150
Promela,6,121
Promela,7,59
Promela,8,60
Promela,9,48
Promela,10,40
Promela,11,24
Promela,12,21
Promela,13,19
Promela,14,16
Promela,15,13
Promela,16,13
Promela,17,12
Promela,18,9
Promela,19,3
Promela,20,2
Promela,21,2
Proof_Strategy_Language,1,22
Proof_Strategy_Language,2,5
Proof_Strategy_Language,3,2
PropResPI,1,1058
PropResPI,2,750
PropResPI,3,14
PropResPI,4,11
PropResPI,5,8
PropResPI,6,6
Propositional_Proof_Systems,1,2558
Propositional_Proof_Systems,2,2032
Propositional_Proof_Systems,3,58
Propositional_Proof_Systems,4,39
Propositional_Proof_Systems,5,25
Propositional_Proof_Systems,6,17
Propositional_Proof_Systems,7,8
Propositional_Proof_Systems,8,4
Propositional_Proof_Systems,9,4
Propositional_Proof_Systems,10,3
Propositional_Proof_Systems,11,2
Prpu_Maxflow,1,1680
Prpu_Maxflow,2,1240
Prpu_Maxflow,3,320
Prpu_Maxflow,4,222
Prpu_Maxflow,5,83
Prpu_Maxflow,6,62
Prpu_Maxflow,7,25
Prpu_Maxflow,8,14
Prpu_Maxflow,9,9
Prpu_Maxflow,10,7
Prpu_Maxflow,11,5
Prpu_Maxflow,12,2
Prpu_Maxflow,13,2
Prpu_Maxflow,14,2
PseudoHoops,1,6910
PseudoHoops,2,6020
PseudoHoops,3,310
PseudoHoops,4,212
PseudoHoops,5,126
PseudoHoops,6,66
PseudoHoops,7,27
PseudoHoops,8,19
PseudoHoops,9,11
PseudoHoops,10,8
PseudoHoops,11,6
PseudoHoops,12,3
PseudoHoops,13,2
Psi_Calculi,1,5911
Psi_Calculi,2,4272
Psi_Calculi,3,211
Psi_Calculi,4,181
Psi_Calculi,5,106
Psi_Calculi,6,86
Psi_Calculi,7,59
Psi_Calculi,8,41
Psi_Calculi,9,29
Psi_Calculi,10,22
Psi_Calculi,11,12
Psi_Calculi,12,12
Psi_Calculi,13,10
Psi_Calculi,14,9
Ptolemys_Theorem,1,41
Ptolemys_Theorem,2,24
Ptolemys_Theorem,3,6
Ptolemys_Theorem,4,4
Ptolemys_Theorem,5,3
Ptolemys_Theorem,6,2
Public_Announcement_Logic,1,853
Public_Announcement_Logic,2,644
Public_Announcement_Logic,3,13
Public_Announcement_Logic,4,8
Public_Announcement_Logic,5,5
Public_Announcement_Logic,6,5
Public_Announcement_Logic,7,2
Public_Announcement_Logic,8,2
QHLProver,1,1938
QHLProver,2,1343
QHLProver,3,256
QHLProver,4,195
QHLProver,5,99
QHLProver,6,68
QHLProver,7,26
QHLProver,8,19
QHLProver,9,10
QHLProver,10,8
QHLProver,11,5
QHLProver,12,3
QHLProver,13,2
QR_Decomposition,1,1213
QR_Decomposition,2,524
QR_Decomposition,3,111
QR_Decomposition,4,79
QR_Decomposition,5,41
QR_Decomposition,6,23
QR_Decomposition,7,14
QR_Decomposition,8,9
QR_Decomposition,9,4
QR_Decomposition,10,4
QR_Decomposition,11,2
QR_Decomposition,12,2
Quantales,1,9626
Quantales,2,7282
Quantales,3,264
Quantales,4,158
Quantales,5,68
Quantales,6,41
Quantales,7,21
Quantales,8,17
Quantales,9,11
Quantales,10,8
Quantales,11,6
Quantales,12,3
Quantales,13,2
Quantales,14,2
Quaternions,1,625
Quaternions,2,443
Quaternions,3,9
Quaternions,4,6
Quick_Sort_Cost,1,333
Quick_Sort_Cost,2,223
Quick_Sort_Cost,3,55
Quick_Sort_Cost,4,36
Quick_Sort_Cost,5,20
Quick_Sort_Cost,6,9
Quick_Sort_Cost,7,6
Quick_Sort_Cost,8,5
Quick_Sort_Cost,9,5
Quick_Sort_Cost,10,4
Quick_Sort_Cost,11,2
Quick_Sort_Cost,12,2
Quick_Sort_Cost,13,2
ROBDD,1,2754
ROBDD,2,2066
ROBDD,3,126
ROBDD,4,67
ROBDD,5,43
ROBDD,6,29
ROBDD,7,18
ROBDD,8,15
ROBDD,9,13
ROBDD,10,9
ROBDD,11,5
ROBDD,12,4
ROBDD,13,3
ROBDD,14,2
ROBDD,15,2
RSAPSS,1,2364
RSAPSS,2,1836
RSAPSS,3,56
RSAPSS,4,33
RSAPSS,5,23
RSAPSS,6,22
RSAPSS,7,9
RSAPSS,8,9
RSAPSS,9,7
RSAPSS,10,5
RSAPSS,11,3
RSAPSS,12,2
RSAPSS,13,2
RSAPSS,14,2
Ramsey-Infinite,1,16
Ramsey-Infinite,2,11
Ramsey-Infinite,3,3
Ramsey-Infinite,4,3
Ramsey-Infinite,5,3
Ramsey-Infinite,6,2
Ramsey-Infinite,7,2
Random_BSTs,1,152
Random_BSTs,2,93
Random_BSTs,3,26
Random_BSTs,4,16
Random_BSTs,5,10
Random_BSTs,6,5
Random_BSTs,7,4
Random_BSTs,8,2
Random_Graph_Subgraph_Threshold,1,234
Random_Graph_Subgraph_Threshold,2,74
Random_Graph_Subgraph_Threshold,3,25
Random_Graph_Subgraph_Threshold,4,18
Random_Graph_Subgraph_Threshold,5,11
Random_Graph_Subgraph_Threshold,6,6
Random_Graph_Subgraph_Threshold,7,4
Random_Graph_Subgraph_Threshold,8,4
Random_Graph_Subgraph_Threshold,9,2
Randomised_BSTs,1,383
Randomised_BSTs,2,264
Randomised_BSTs,3,68
Randomised_BSTs,4,40
Randomised_BSTs,5,26
Randomised_BSTs,6,14
Randomised_BSTs,7,7
Randomised_BSTs,8,4
Randomised_BSTs,9,2
Randomised_BSTs,10,2
Randomised_Social_Choice,1,999
Randomised_Social_Choice,2,684
Randomised_Social_Choice,3,136
Randomised_Social_Choice,4,91
Randomised_Social_Choice,5,53
Randomised_Social_Choice,6,29
Randomised_Social_Choice,7,18
Randomised_Social_Choice,8,11
Randomised_Social_Choice,9,7
Randomised_Social_Choice,10,4
Randomised_Social_Choice,11,3
Randomised_Social_Choice,12,2
Rank_Nullity_Theorem,1,1150
Rank_Nullity_Theorem,2,502
Rank_Nullity_Theorem,3,18
Rank_Nullity_Theorem,4,13
Rank_Nullity_Theorem,5,10
Rank_Nullity_Theorem,6,6
Rank_Nullity_Theorem,7,5
Rank_Nullity_Theorem,8,5
Rank_Nullity_Theorem,9,4
Rank_Nullity_Theorem,10,3
Rank_Nullity_Theorem,11,2
Rank_Nullity_Theorem,12,2
Real_Impl,1,444
Real_Impl,2,299
Real_Impl,3,19
Real_Impl,4,14
Real_Impl,5,8
Real_Impl,6,5
Real_Impl,7,3
Real_Impl,8,2
Real_Impl,9,2
Real_Power,1,280
Real_Power,2,163
Real_Power,3,29
Real_Power,4,21
Real_Power,5,12
Real_Power,6,9
Real_Power,7,7
Real_Power,8,7
Real_Power,9,5
Real_Power,10,3
Real_Power,11,2
Recursion-Addition,1,86
Recursion-Addition,2,47
Recursion-Addition,3,15
Recursion-Addition,4,10
Recursion-Addition,5,4
Recursion-Addition,6,3
Recursion-Addition,7,3
Recursion-Addition,8,3
Recursion-Theory-I,1,1601
Recursion-Theory-I,2,1142
Recursion-Theory-I,3,191
Recursion-Theory-I,4,112
Recursion-Theory-I,5,59
Recursion-Theory-I,6,38
Recursion-Theory-I,7,16
Recursion-Theory-I,8,10
Recursion-Theory-I,9,6
Recursion-Theory-I,10,3
Recursion-Theory-I,11,2
Recursion-Theory-I,12,2
Recursion-Theory-I,13,2
Refine_Imperative_HOL,1,7100
Refine_Imperative_HOL,2,5189
Refine_Imperative_HOL,3,1182
Refine_Imperative_HOL,4,760
Refine_Imperative_HOL,5,385
Refine_Imperative_HOL,6,265
Refine_Imperative_HOL,7,83
Refine_Imperative_HOL,8,66
Refine_Imperative_HOL,9,41
Refine_Imperative_HOL,10,29
Refine_Imperative_HOL,11,18
Refine_Imperative_HOL,12,14
Refine_Imperative_HOL,13,11
Refine_Imperative_HOL,14,7
Refine_Imperative_HOL,15,5
Refine_Imperative_HOL,16,5
Refine_Imperative_HOL,17,3
Refine_Imperative_HOL,18,2
Refine_Imperative_HOL,19,2
Refine_Imperative_HOL,20,2
Refine_Monadic,1,3226
Refine_Monadic,2,2316
Refine_Monadic,3,149
Refine_Monadic,4,96
Refine_Monadic,5,55
Refine_Monadic,6,37
Refine_Monadic,7,21
Refine_Monadic,8,13
Refine_Monadic,9,10
Refine_Monadic,10,9
Refine_Monadic,11,5
Refine_Monadic,12,5
Refine_Monadic,13,5
Refine_Monadic,14,3
Refine_Monadic,15,3
Refine_Monadic,16,2
RefinementReactive,1,379
RefinementReactive,2,215
RefinementReactive,3,81
RefinementReactive,4,52
RefinementReactive,5,29
RefinementReactive,6,23
RefinementReactive,7,10
RefinementReactive,8,7
RefinementReactive,9,4
RefinementReactive,10,3
RefinementReactive,11,2
Regex_Equivalence,1,3714
Regex_Equivalence,2,2858
Regex_Equivalence,3,240
Regex_Equivalence,4,152
Regex_Equivalence,5,85
Regex_Equivalence,6,56
Regex_Equivalence,7,22
Regex_Equivalence,8,14
Regex_Equivalence,9,10
Regex_Equivalence,10,7
Regex_Equivalence,11,5
Regex_Equivalence,12,5
Regex_Equivalence,13,3
Regex_Equivalence,14,2
Regex_Equivalence,15,2
Regex_Equivalence,16,2
Registers,1,1295
Registers,2,429
Registers,3,81
Registers,4,47
Registers,5,26
Registers,6,20
Registers,7,10
Registers,8,6
Registers,9,2
Regression_Test_Selection,1,1473
Regression_Test_Selection,2,1113
Regression_Test_Selection,3,141
Regression_Test_Selection,4,95
Regression_Test_Selection,5,54
Regression_Test_Selection,6,23
Regression_Test_Selection,7,12
Regression_Test_Selection,8,8
Regression_Test_Selection,9,5
Regression_Test_Selection,10,3
Regular-Sets,1,3731
Regular-Sets,2,2992
Regular-Sets,3,65
Regular-Sets,4,47
Regular-Sets,5,25
Regular-Sets,6,19
Regular-Sets,7,10
Regular-Sets,8,9
Regular-Sets,9,7
Regular-Sets,10,6
Regular-Sets,11,3
Regular-Sets,12,2
Regular-Sets,13,2
Regular-Sets,14,2
Regular-Sets,15,2
Regular-Sets,16,2
Regular_Algebras,1,6671
Regular_Algebras,2,6060
Regular_Algebras,3,182
Regular_Algebras,4,104
Regular_Algebras,5,68
Regular_Algebras,6,30
Regular_Algebras,7,11
Regular_Algebras,8,7
Regular_Algebras,9,4
Regular_Algebras,10,3
Regular_Algebras,11,2
Relation_Algebra,1,2237
Relation_Algebra,2,1957
Relation_Algebra,3,68
Relation_Algebra,4,46
Relation_Algebra,5,25
Relation_Algebra,6,18
Relation_Algebra,7,3
Relation_Algebra,8,2
Relational-Incorrectness-Logic,1,130
Relational-Incorrectness-Logic,2,75
Relational-Incorrectness-Logic,3,20
Relational-Incorrectness-Logic,4,15
Relational-Incorrectness-Logic,5,8
Relational-Incorrectness-Logic,6,6
Relational-Incorrectness-Logic,7,3
Relational-Incorrectness-Logic,8,2
Relational_Disjoint_Set_Forests,1,867
Relational_Disjoint_Set_Forests,2,554
Relational_Disjoint_Set_Forests,3,175
Relational_Disjoint_Set_Forests,4,111
Relational_Disjoint_Set_Forests,5,54
Relational_Disjoint_Set_Forests,6,33
Relational_Disjoint_Set_Forests,7,16
Relational_Disjoint_Set_Forests,8,13
Relational_Disjoint_Set_Forests,9,6
Relational_Disjoint_Set_Forests,10,4
Relational_Disjoint_Set_Forests,11,4
Relational_Disjoint_Set_Forests,12,3
Relational_Disjoint_Set_Forests,13,3
Relational_Disjoint_Set_Forests,14,2
Relational_Forests,1,876
Relational_Forests,2,563
Relational_Forests,3,168
Relational_Forests,4,89
Relational_Forests,5,50
Relational_Forests,6,36
Relational_Forests,7,27
Relational_Forests,8,19
Relational_Forests,9,13
Relational_Forests,10,10
Relational_Forests,11,8
Relational_Forests,12,7
Relational_Forests,13,5
Relational_Forests,14,4
Relational_Forests,15,2
Relational_Forests,16,2
Relational_Forests,17,2
Relational_Forests,18,2
Relational_Method,1,2277
Relational_Method,2,1763
Relational_Method,3,90
Relational_Method,4,44
Relational_Method,5,35
Relational_Method,6,11
Relational_Method,7,5
Relational_Method,8,4
Relational_Method,9,2
Relational_Method,10,2
Relational_Method,11,2
Relational_Minimum_Spanning_Trees,1,401
Relational_Minimum_Spanning_Trees,2,215
Relational_Minimum_Spanning_Trees,3,45
Relational_Minimum_Spanning_Trees,4,28
Relational_Minimum_Spanning_Trees,5,16
Relational_Minimum_Spanning_Trees,6,10
Relational_Minimum_Spanning_Trees,7,5
Relational_Minimum_Spanning_Trees,8,5
Relational_Minimum_Spanning_Trees,9,4
Relational_Minimum_Spanning_Trees,10,2
Relational_Paths,1,1148
Relational_Paths,2,736
Relational_Paths,3,207
Relational_Paths,4,140
Relational_Paths,5,70
Relational_Paths,6,47
Relational_Paths,7,20
Relational_Paths,8,11
Relational_Paths,9,5
Relational_Paths,10,4
Relational_Paths,11,2
Rep_Fin_Groups,1,1570
Rep_Fin_Groups,2,1035
Rep_Fin_Groups,3,125
Rep_Fin_Groups,4,90
Rep_Fin_Groups,5,46
Rep_Fin_Groups,6,34
Rep_Fin_Groups,7,14
Rep_Fin_Groups,8,8
Rep_Fin_Groups,9,4
Residuated_Lattices,1,2119
Residuated_Lattices,2,1610
Residuated_Lattices,3,208
Residuated_Lattices,4,129
Residuated_Lattices,5,59
Residuated_Lattices,6,35
Residuated_Lattices,7,19
Residuated_Lattices,8,11
Residuated_Lattices,9,4
Residuated_Lattices,10,4
Residuated_Lattices,11,4
Residuated_Lattices,12,4
Residuated_Lattices,13,2
Residuated_Lattices,14,2
Residuated_Lattices,15,2
Resolution_FOL,1,2354
Resolution_FOL,2,1645
Resolution_FOL,3,79
Resolution_FOL,4,47
Resolution_FOL,5,30
Resolution_FOL,6,22
Resolution_FOL,7,11
Resolution_FOL,8,8
Resolution_FOL,9,6
Resolution_FOL,10,5
Resolution_FOL,11,2
Rewriting_Z,1,1068
Rewriting_Z,2,739
Rewriting_Z,3,17
Rewriting_Z,4,14
Rewriting_Z,5,6
Rewriting_Z,6,4
Rewriting_Z,7,3
Rewriting_Z,8,2
Rewriting_Z,9,2
Rewriting_Z,10,2
Ribbon_Proofs,1,3066
Ribbon_Proofs,2,2240
Ribbon_Proofs,3,118
Ribbon_Proofs,4,88
Ribbon_Proofs,5,56
Ribbon_Proofs,6,45
Ribbon_Proofs,7,24
Ribbon_Proofs,8,16
Ribbon_Proofs,9,15
Ribbon_Proofs,10,11
Ribbon_Proofs,11,7
Ribbon_Proofs,12,6
Ribbon_Proofs,13,5
Ribbon_Proofs,14,4
Robbins-Conjecture,1,382
Robbins-Conjecture,2,230
Robbins-Conjecture,3,44
Robbins-Conjecture,4,27
Robbins-Conjecture,5,13
Robbins-Conjecture,6,7
Robbins-Conjecture,7,3
Robbins-Conjecture,8,3
Robbins-Conjecture,9,2
Robinson_Arithmetic,1,2863
Robinson_Arithmetic,2,2257
Robinson_Arithmetic,3,23
Robinson_Arithmetic,4,13
Robinson_Arithmetic,5,6
Robinson_Arithmetic,6,5
Robinson_Arithmetic,7,2
Root_Balanced_Tree,1,3158
Root_Balanced_Tree,2,2271
Root_Balanced_Tree,3,199
Root_Balanced_Tree,4,133
Root_Balanced_Tree,5,95
Root_Balanced_Tree,6,55
Root_Balanced_Tree,7,16
Root_Balanced_Tree,8,12
Root_Balanced_Tree,9,8
Root_Balanced_Tree,10,6
Root_Balanced_Tree,11,5
Root_Balanced_Tree,12,3
Root_Balanced_Tree,13,2
Routing,1,900
Routing,2,643
Routing,3,28
Routing,4,20
Routing,5,14
Routing,6,9
Routing,7,4
Routing,8,2
Routing,9,2
Routing,10,2
Roy_Floyd_Warshall,1,88
Roy_Floyd_Warshall,2,51
Roy_Floyd_Warshall,3,12
Roy_Floyd_Warshall,4,8
Roy_Floyd_Warshall,5,6
Roy_Floyd_Warshall,6,4
Roy_Floyd_Warshall,7,2
Roy_Floyd_Warshall,8,2
SATSolverVerification,1,2299
SATSolverVerification,2,1622
SATSolverVerification,3,73
SATSolverVerification,4,44
SATSolverVerification,5,25
SATSolverVerification,6,17
SATSolverVerification,7,10
SATSolverVerification,8,6
SATSolverVerification,9,4
SATSolverVerification,10,3
SC_DOM_Components,1,1118
SC_DOM_Components,2,870
SC_DOM_Components,3,140
SC_DOM_Components,4,86
SC_DOM_Components,5,19
SC_DOM_Components,6,11
SC_DOM_Components,7,7
SC_DOM_Components,8,4
SC_DOM_Components,9,3
SC_DOM_Components,10,2
SDS_Impossibility,1,1200
SDS_Impossibility,2,945
SDS_Impossibility,3,55
SDS_Impossibility,4,58
SDS_Impossibility,5,27
SDS_Impossibility,6,6
SDS_Impossibility,7,3
SDS_Impossibility,8,3
SDS_Impossibility,9,2
SIFPL,1,4923
SIFPL,2,2144
SIFPL,3,57
SIFPL,4,35
SIFPL,5,25
SIFPL,6,21
SIFPL,7,7
SIFPL,8,6
SIFPL,9,4
SIFPL,10,3
SIFPL,11,2
SIFUM_Type_Systems,1,2602
SIFUM_Type_Systems,2,1980
SIFUM_Type_Systems,3,60
SIFUM_Type_Systems,4,34
SIFUM_Type_Systems,5,27
SIFUM_Type_Systems,6,17
SIFUM_Type_Systems,7,5
SIFUM_Type_Systems,8,2
SIFUM_Type_Systems,9,2
SPARCv8,1,18852
SPARCv8,2,15348
SPARCv8,3,256
SPARCv8,4,165
SPARCv8,5,70
SPARCv8,6,48
SPARCv8,7,30
SPARCv8,8,26
SPARCv8,9,16
SPARCv8,10,13
SPARCv8,11,7
SPARCv8,12,4
SPARCv8,13,3
SPARCv8,14,2
Safe_Distance,1,540
Safe_Distance,2,325
Safe_Distance,3,99
Safe_Distance,4,75
Safe_Distance,5,39
Safe_Distance,6,29
Safe_Distance,7,17
Safe_Distance,8,11
Safe_Distance,9,8
Safe_Distance,10,6
Safe_Distance,11,4
Safe_Distance,12,2
Safe_Distance,13,2
Safe_Distance,14,2
Safe_Distance,15,2
Safe_Distance,16,2
Safe_OCL,1,17404
Safe_OCL,2,13805
Safe_OCL,3,418
Safe_OCL,4,261
Safe_OCL,5,121
Safe_OCL,6,90
Safe_OCL,7,57
Safe_OCL,8,50
Safe_OCL,9,22
Safe_OCL,10,16
Safe_OCL,11,7
Safe_OCL,12,5
Safe_OCL,13,4
Safe_OCL,14,4
Safe_OCL,15,2
Saturation_Framework,1,842
Saturation_Framework,2,566
Saturation_Framework,3,44
Saturation_Framework,4,32
Saturation_Framework,5,14
Saturation_Framework,6,6
Saturation_Framework,7,2
Saturation_Framework_Extensions,1,541
Saturation_Framework_Extensions,2,312
Saturation_Framework_Extensions,3,57
Saturation_Framework_Extensions,4,39
Saturation_Framework_Extensions,5,22
Saturation_Framework_Extensions,6,15
Saturation_Framework_Extensions,7,9
Saturation_Framework_Extensions,8,6
Saturation_Framework_Extensions,9,4
Saturation_Framework_Extensions,10,3
Saturation_Framework_Extensions,11,2
Schutz_Spacetime,1,649
Schutz_Spacetime,2,424
Schutz_Spacetime,3,67
Schutz_Spacetime,4,58
Schutz_Spacetime,5,33
Schutz_Spacetime,6,24
Schutz_Spacetime,7,7
Schutz_Spacetime,8,5
Schutz_Spacetime,9,3
Schutz_Spacetime,10,2
Secondary_Sylow,1,114
Secondary_Sylow,2,63
Secondary_Sylow,3,21
Secondary_Sylow,4,15
Secondary_Sylow,5,7
Secondary_Sylow,6,4
Secondary_Sylow,7,2
Security_Protocol_Refinement,1,10703
Security_Protocol_Refinement,2,8359
Security_Protocol_Refinement,3,119
Security_Protocol_Refinement,4,90
Security_Protocol_Refinement,5,48
Security_Protocol_Refinement,6,35
Security_Protocol_Refinement,7,12
Security_Protocol_Refinement,8,7
Security_Protocol_Refinement,9,7
Security_Protocol_Refinement,10,6
Security_Protocol_Refinement,11,3
Security_Protocol_Refinement,12,2
Security_Protocol_Refinement,13,2
Selection_Heap_Sort,1,845
Selection_Heap_Sort,2,607
Selection_Heap_Sort,3,33
Selection_Heap_Sort,4,23
Selection_Heap_Sort,5,13
Selection_Heap_Sort,6,8
Selection_Heap_Sort,7,5
Selection_Heap_Sort,8,3
Selection_Heap_Sort,9,2
Selection_Heap_Sort,10,2
Selection_Heap_Sort,11,2
SenSocialChoice,1,238
SenSocialChoice,2,136
SenSocialChoice,3,32
SenSocialChoice,4,20
SenSocialChoice,5,11
SenSocialChoice,6,6
SenSocialChoice,7,3
SenSocialChoice,8,3
Separata,1,196
Separata,2,93
Separata,3,9
Separata,4,5
Separata,5,3
Separata,6,3
Separation_Algebra,1,3254
Separation_Algebra,2,2523
Separation_Algebra,3,168
Separation_Algebra,4,84
Separation_Algebra,5,46
Separation_Algebra,6,36
Separation_Algebra,7,20
Separation_Algebra,8,10
